"subj" "item" "condition" "rt" "rcpos"
"237071" "26.dat" 1 "b" 383 "1"
"237081" "26.dat" 1 "b" 456 "2"
"237091" "26.dat" 1 "b" 312 "3"
"237101" "26.dat" 1 "b" 416 "4"
"237111" "26.dat" 1 "b" 444 "5"
"23833" "27.dat" 17 "c" 437 "1"
"23834" "27.dat" 17 "c" 721 "2"
"23835" "27.dat" 17 "c" 383 "3"
"23836" "27.dat" 17 "c" 438 "4"
"23837" "27.dat" 17 "c" 413 "5"
"23916" "27.dat" 22 "d" 420 "1"
"23917" "27.dat" 22 "d" 536 "2"
"23918" "27.dat" 22 "d" 407 "3"
"23919" "27.dat" 22 "d" 561 "4"
"23920" "27.dat" 22 "d" 1605 "5"
"23964" "27.dat" 14 "d" 849 "1"
"23965" "27.dat" 14 "d" 724 "2"
"23966" "27.dat" 14 "d" 441 "3"
"23967" "27.dat" 14 "d" 6668 "4"
"23968" "27.dat" 14 "d" 475 "5"
"240101" "27.dat" 11 "a" 506 "1"
"24011" "27.dat" 11 "a" 480 "2"
"24012" "27.dat" 11 "a" 373 "3"
"24013" "27.dat" 11 "a" 680 "4"
"24014" "27.dat" 11 "a" 542 "5"
"24070" "27.dat" 21 "c" 349 "1"
"24071" "27.dat" 21 "c" 321 "2"
"24072" "27.dat" 21 "c" 290 "3"
"24073" "27.dat" 21 "c" 287 "4"
"24074" "27.dat" 21 "c" 481 "5"
"241121" "27.dat" 9 "c" 447 "1"
"24113" "27.dat" 9 "c" 1439 "2"
"24114" "27.dat" 9 "c" 343 "3"
"24115" "27.dat" 9 "c" 377 "4"
"24116" "27.dat" 9 "c" 324 "5"
"24132" "27.dat" 4 "b" 343 "1"
"24133" "27.dat" 4 "b" 386 "2"
"24134" "27.dat" 4 "b" 420 "3"
"24135" "27.dat" 4 "b" 373 "4"
"24136" "27.dat" 4 "b" 1572 "5"
"24200" "27.dat" 7 "a" 385 "1"
"24201" "27.dat" 7 "a" 429 "2"
"24202" "27.dat" 7 "a" 515 "3"
"24203" "27.dat" 7 "a" 389 "4"
"24204" "27.dat" 7 "a" 1077 "5"
"242721" "27.dat" 10 "d" 730 "1"
"242731" "27.dat" 10 "d" 389 "2"
"242741" "27.dat" 10 "d" 484 "3"
"242751" "27.dat" 10 "d" 899 "4"
"24276" "27.dat" 10 "d" 441 "5"
"24318" "27.dat" 23 "a" 352 "1"
"24319" "27.dat" 23 "a" 785 "2"
"24320" "27.dat" 23 "a" 435 "3"
"24321" "27.dat" 23 "a" 447 "4"
"24322" "27.dat" 23 "a" 334 "5"
"24339" "27.dat" 19 "a" 800 "1"
"24340" "27.dat" 19 "a" 706 "2"
"24341" "27.dat" 19 "a" 373 "3"
"24342" "27.dat" 19 "a" 426 "4"
"24343" "27.dat" 19 "a" 330 "5"
"24377" "27.dat" 2 "d" 1049 "1"
"24378" "27.dat" 2 "d" 589 "2"
"24379" "27.dat" 2 "d" 395 "3"
"24380" "27.dat" 2 "d" 2696 "4"
"24381" "27.dat" 2 "d" 325 "5"
"24411" "27.dat" 15 "a" 321 "1"
"24412" "27.dat" 15 "a" 391 "2"
"24413" "27.dat" 15 "a" 327 "3"
"24414" "27.dat" 15 "a" 315 "4"
"24415" "27.dat" 15 "a" 527 "5"
"24477" "27.dat" 5 "c" 429 "1"
"24478" "27.dat" 5 "c" 386 "2"
"24479" "27.dat" 5 "c" 450 "3"
"24480" "27.dat" 5 "c" 380 "4"
"24481" "27.dat" 5 "c" 1004 "5"
"24522" "27.dat" 12 "b" 429 "1"
"24523" "27.dat" 12 "b" 432 "2"
"24524" "27.dat" 12 "b" 361 "3"
"24525" "27.dat" 12 "b" 641 "4"
"24526" "27.dat" 12 "b" 487 "5"
"24547" "27.dat" 18 "d" 896 "1"
"24548" "27.dat" 18 "d" 478 "2"
"24549" "27.dat" 18 "d" 462 "3"
"24550" "27.dat" 18 "d" 764 "4"
"24551" "27.dat" 18 "d" 463 "5"
"246031" "27.dat" 8 "b" 444 "1"
"246041" "27.dat" 8 "b" 990 "2"
"246051" "27.dat" 8 "b" 536 "3"
"24606" "27.dat" 8 "b" 957 "4"
"24607" "27.dat" 8 "b" 601 "5"
"24705" "27.dat" 6 "d" 693 "1"
"24706" "27.dat" 6 "d" 1531 "2"
"24707" "27.dat" 6 "d" 454 "3"
"24708" "27.dat" 6 "d" 487 "4"
"24709" "27.dat" 6 "d" 564 "5"
"247501" "27.dat" 13 "c" 758 "1"
"247511" "27.dat" 13 "c" 303 "2"
"247521" "27.dat" 13 "c" 398 "3"
"24753" "27.dat" 13 "c" 306 "4"
"24754" "27.dat" 13 "c" 414 "5"
"248101" "27.dat" 24 "b" 429 "1"
"248111" "27.dat" 24 "b" 392 "2"
"248121" "27.dat" 24 "b" 300 "3"
"24813" "27.dat" 24 "b" 416 "4"
"24814" "27.dat" 24 "b" 1872 "5"
"24831" "27.dat" 20 "b" 408 "1"
"24832" "27.dat" 20 "b" 278 "2"
"24833" "27.dat" 20 "b" 309 "3"
"24834" "27.dat" 20 "b" 253 "4"
"24835" "27.dat" 20 "b" 453 "5"
"248561" "27.dat" 16 "b" 383 "1"
"248571" "27.dat" 16 "b" 733 "2"
"248581" "27.dat" 16 "b" 417 "3"
"248591" "27.dat" 16 "b" 773 "4"
"248601" "27.dat" 16 "b" 567 "5"
"24877" "27.dat" 3 "a" 693 "1"
"24878" "27.dat" 3 "a" 416 "2"
"24879" "27.dat" 3 "a" 373 "3"
"24880" "27.dat" 3 "a" 392 "4"
"24881" "27.dat" 3 "a" 379 "5"
"24960" "27.dat" 1 "c" 509 "1"
"24961" "27.dat" 1 "c" 1563 "2"
"24962" "27.dat" 1 "c" 488 "3"
"24963" "27.dat" 1 "c" 524 "4"
"24964" "27.dat" 1 "c" 659 "5"
"25057" "28.dat" 5 "d" 312 "1"
"25058" "28.dat" 5 "d" 619 "2"
"25059" "28.dat" 5 "d" 302 "3"
"25060" "28.dat" 5 "d" 355 "4"
"25061" "28.dat" 5 "d" 275 "5"
"25075" "28.dat" 14 "a" 386 "1"
"25076" "28.dat" 14 "a" 404 "2"
"25077" "28.dat" 14 "a" 923 "3"
"25078" "28.dat" 14 "a" 247 "4"
"25079" "28.dat" 14 "a" 204 "5"
"251561" "28.dat" 13 "d" 302 "1"
"251571" "28.dat" 13 "d" 493 "2"
"251581" "28.dat" 13 "d" 537 "3"
"251591" "28.dat" 13 "d" 1104 "4"
"251601" "28.dat" 13 "d" 287 "5"
"25192" "28.dat" 1 "d" 296 "1"
"25193" "28.dat" 1 "d" 760 "2"
"25194" "28.dat" 1 "d" 327 "3"
"25195" "28.dat" 1 "d" 281 "4"
"25196" "28.dat" 1 "d" 358 "5"
"25270" "28.dat" 22 "a" 293 "1"
"25271" "28.dat" 22 "a" 281 "2"
"25272" "28.dat" 22 "a" 352 "3"
"25273" "28.dat" 22 "a" 272 "4"
"25274" "28.dat" 22 "a" 275 "5"
"25294" "28.dat" 9 "d" 416 "1"
"25295" "28.dat" 9 "d" 564 "2"
"25296" "28.dat" 9 "d" 272 "3"
"25297" "28.dat" 9 "d" 287 "4"
"25298" "28.dat" 9 "d" 358 "5"
"25348" "28.dat" 2 "a" 373 "1"
"25349" "28.dat" 2 "a" 348 "2"
"25350" "28.dat" 2 "a" 266 "3"
"25351" "28.dat" 2 "a" 269 "4"
"25352" "28.dat" 2 "a" 539 "5"
"25390" "28.dat" 11 "b" 404 "1"
"25391" "28.dat" 11 "b" 373 "2"
"25392" "28.dat" 11 "b" 404 "3"
"25393" "28.dat" 11 "b" 269 "4"
"25394" "28.dat" 11 "b" 1433 "5"
"25427" "28.dat" 16 "c" 247 "1"
"25428" "28.dat" 16 "c" 898 "2"
"25429" "28.dat" 16 "c" 262 "3"
"25430" "28.dat" 16 "c" 253 "4"
"25431" "28.dat" 16 "c" 361 "5"
"254621" "28.dat" 18 "a" 333 "1"
"254631" "28.dat" 18 "a" 382 "2"
"254641" "28.dat" 18 "a" 262 "3"
"254651" "28.dat" 18 "a" 256 "4"
"254661" "28.dat" 18 "a" 413 "5"
"25497" "28.dat" 19 "b" 416 "1"
"25498" "28.dat" 19 "b" 557 "2"
"25499" "28.dat" 19 "b" 312 "3"
"25500" "28.dat" 19 "b" 284 "4"
"25501" "28.dat" 19 "b" 923 "5"
"25538" "28.dat" 3 "b" 312 "1"
"25539" "28.dat" 3 "b" 303 "2"
"25540" "28.dat" 3 "b" 324 "3"
"25541" "28.dat" 3 "b" 1208 "4"
"25542" "28.dat" 3 "b" 336 "5"
"255631" "28.dat" 4 "c" 269 "1"
"255641" "28.dat" 4 "c" 352 "2"
"255651" "28.dat" 4 "c" 269 "3"
"255661" "28.dat" 4 "c" 238 "4"
"255671" "28.dat" 4 "c" 357 "5"
"255891" "28.dat" 17 "d" 505 "1"
"255901" "28.dat" 17 "d" 692 "2"
"25591" "28.dat" 17 "d" 287 "3"
"25592" "28.dat" 17 "d" 296 "4"
"25593" "28.dat" 17 "d" 327 "5"
"256371" "28.dat" 21 "d" 311 "1"
"25638" "28.dat" 21 "d" 579 "2"
"25639" "28.dat" 21 "d" 281 "3"
"25640" "28.dat" 21 "d" 290 "4"
"25641" "28.dat" 21 "d" 681 "5"
"25711" "28.dat" 8 "c" 216 "1"
"257121" "28.dat" 8 "c" 382 "2"
"257131" "28.dat" 8 "c" 170 "3"
"257141" "28.dat" 8 "c" 376 "4"
"257151" "28.dat" 8 "c" 339 "5"
"25775" "28.dat" 7 "b" 296 "1"
"25776" "28.dat" 7 "b" 379 "2"
"25777" "28.dat" 7 "b" 201 "3"
"25778" "28.dat" 7 "b" 250 "4"
"25779" "28.dat" 7 "b" 487 "5"
"25813" "28.dat" 24 "c" 219 "1"
"25814" "28.dat" 24 "c" 262 "2"
"25815" "28.dat" 24 "c" 235 "3"
"25816" "28.dat" 24 "c" 225 "4"
"25817" "28.dat" 24 "c" 216 "5"
"25831" "28.dat" 6 "a" 305 "1"
"25832" "28.dat" 6 "a" 453 "2"
"25833" "28.dat" 6 "a" 195 "3"
"25834" "28.dat" 6 "a" 275 "4"
"25835" "28.dat" 6 "a" 536 "5"
"25888" "28.dat" 15 "b" 256 "1"
"25889" "28.dat" 15 "b" 373 "2"
"25890" "28.dat" 15 "b" 250 "3"
"25891" "28.dat" 15 "b" 232 "4"
"25892" "28.dat" 15 "b" 1239 "5"
"25908" "28.dat" 23 "b" 232 "1"
"25909" "28.dat" 23 "b" 191 "2"
"25910" "28.dat" 23 "b" 195 "3"
"25911" "28.dat" 23 "b" 189 "4"
"25912" "28.dat" 23 "b" 413 "5"
"25992" "28.dat" 10 "a" 404 "1"
"25993" "28.dat" 10 "a" 385 "2"
"25994" "28.dat" 10 "a" 244 "3"
"259951" "28.dat" 10 "a" 185 "4"
"259961" "28.dat" 10 "a" 284 "5"
"26051" "28.dat" 12 "c" 216 "1"
"26052" "28.dat" 12 "c" 309 "2"
"26053" "28.dat" 12 "c" 401 "3"
"26054" "28.dat" 12 "c" 179 "4"
"26055" "28.dat" 12 "c" 213 "5"
"26156" "28.dat" 20 "c" 213 "1"
"26157" "28.dat" 20 "c" 490 "2"
"26158" "28.dat" 20 "c" 284 "3"
"26159" "28.dat" 20 "c" 198 "4"
"26160" "28.dat" 20 "c" 290 "5"
"26308" "29.dat" 3 "c" 643 "1"
"26309" "29.dat" 3 "c" 545 "2"
"26310" "29.dat" 3 "c" 855 "3"
"26311" "29.dat" 3 "c" 413 "4"
"26312" "29.dat" 3 "c" 511 "5"
"26329" "29.dat" 14 "b" 477 "1"
"26330" "29.dat" 14 "b" 646 "2"
"26331" "29.dat" 14 "b" 416 "3"
"26332" "29.dat" 14 "b" 459 "4"
"26333" "29.dat" 14 "b" 947 "5"
"263681" "29.dat" 19 "c" 428 "1"
"263691" "29.dat" 19 "c" 554 "2"
"26370" "29.dat" 19 "c" 1297 "3"
"26371" "29.dat" 19 "c" 557 "4"
"26372" "29.dat" 19 "c" 1015 "5"
"26389" "29.dat" 8 "d" 370 "1"
"26390" "29.dat" 8 "d" 517 "2"
"26391" "29.dat" 8 "d" 409 "3"
"26392" "29.dat" 8 "d" 2185 "4"
"26393" "29.dat" 8 "d" 2999 "5"
"265121" "29.dat" 18 "b" 281 "1"
"265131" "29.dat" 18 "b" 443 "2"
"265141" "29.dat" 18 "b" 360 "3"
"265151" "29.dat" 18 "b" 388 "4"
"265161" "29.dat" 18 "b" 412 "5"
"26570" "29.dat" 17 "a" 659 "1"
"26571" "29.dat" 17 "a" 465 "2"
"26572" "29.dat" 17 "a" 401 "3"
"26573" "29.dat" 17 "a" 459 "4"
"26574" "29.dat" 17 "a" 499 "5"
"26619" "29.dat" 4 "d" 409 "1"
"26620" "29.dat" 4 "d" 498 "2"
"26621" "29.dat" 4 "d" 440 "3"
"26622" "29.dat" 4 "d" 400 "4"
"26623" "29.dat" 4 "d" 407 "5"
"26667" "29.dat" 11 "c" 391 "1"
"26668" "29.dat" 11 "c" 591 "2"
"26669" "29.dat" 11 "c" 305 "3"
"26670" "29.dat" 11 "c" 345 "4"
"26671" "29.dat" 11 "c" 354 "5"
"26701" "29.dat" 6 "b" 410 "1"
"267021" "29.dat" 6 "b" 354 "2"
"267031" "29.dat" 6 "b" 336 "3"
"267041" "29.dat" 6 "b" 317 "4"
"267051" "29.dat" 6 "b" 502 "5"
"26749" "29.dat" 13 "a" 447 "1"
"26750" "29.dat" 13 "a" 348 "2"
"267511" "29.dat" 13 "a" 400 "3"
"267521" "29.dat" 13 "a" 406 "4"
"267531" "29.dat" 13 "a" 376 "5"
"268101" "29.dat" 5 "a" 309 "1"
"268111" "29.dat" 5 "a" 290 "2"
"268121" "29.dat" 5 "a" 628 "3"
"268131" "29.dat" 5 "a" 342 "4"
"268141" "29.dat" 5 "a" 440 "5"
"26872" "29.dat" 22 "b" 333 "1"
"26873" "29.dat" 22 "b" 280 "2"
"26874" "29.dat" 22 "b" 364 "3"
"26875" "29.dat" 22 "b" 336 "4"
"26876" "29.dat" 22 "b" 360 "5"
"26895" "29.dat" 1 "a" 379 "1"
"26896" "29.dat" 1 "a" 446 "2"
"26897" "29.dat" 1 "a" 425 "3"
"26898" "29.dat" 1 "a" 502 "4"
"26899" "29.dat" 1 "a" 1595 "5"
"26955" "29.dat" 23 "c" 342 "1"
"26956" "29.dat" 23 "c" 1233 "2"
"26957" "29.dat" 23 "c" 287 "3"
"26958" "29.dat" 23 "c" 342 "4"
"26959" "29.dat" 23 "c" 422 "5"
"26999" "29.dat" 21 "a" 395 "1"
"27000" "29.dat" 21 "a" 333 "2"
"27001" "29.dat" 21 "a" 318 "3"
"27002" "29.dat" 21 "a" 348 "4"
"27003" "29.dat" 21 "a" 385 "5"
"27031" "29.dat" 10 "b" 434 "1"
"27032" "29.dat" 10 "b" 493 "2"
"27033" "29.dat" 10 "b" 327 "3"
"27034" "29.dat" 10 "b" 369 "4"
"27035" "29.dat" 10 "b" 449 "5"
"27114" "29.dat" 9 "a" 505 "1"
"27115" "29.dat" 9 "a" 357 "2"
"27116" "29.dat" 9 "a" 345 "3"
"27117" "29.dat" 9 "a" 370 "4"
"27118" "29.dat" 9 "a" 376 "5"
"27160" "29.dat" 20 "d" 379 "1"
"27161" "29.dat" 20 "d" 400 "2"
"27162" "29.dat" 20 "d" 397 "3"
"27163" "29.dat" 20 "d" 333 "4"
"27164" "29.dat" 20 "d" 367 "5"
"272431" "29.dat" 24 "d" 505 "1"
"27244" "29.dat" 24 "d" 511 "2"
"27245" "29.dat" 24 "d" 401 "3"
"27246" "29.dat" 24 "d" 585 "4"
"27247" "29.dat" 24 "d" 554 "5"
"27275" "29.dat" 7 "c" 354 "1"
"27276" "29.dat" 7 "c" 321 "2"
"27277" "29.dat" 7 "c" 342 "3"
"27278" "29.dat" 7 "c" 333 "4"
"27279" "29.dat" 7 "c" 487 "5"
"27320" "29.dat" 12 "d" 422 "1"
"27321" "29.dat" 12 "d" 366 "2"
"27322" "29.dat" 12 "d" 367 "3"
"27323" "29.dat" 12 "d" 413 "4"
"27324" "29.dat" 12 "d" 367 "5"
"27356" "29.dat" 2 "b" 416 "1"
"27357" "29.dat" 2 "b" 339 "2"
"27358" "29.dat" 2 "b" 447 "3"
"27359" "29.dat" 2 "b" 434 "4"
"27360" "29.dat" 2 "b" 523 "5"
"27379" "29.dat" 16 "d" 397 "1"
"27380" "29.dat" 16 "d" 425 "2"
"27381" "29.dat" 16 "d" 462 "3"
"27382" "29.dat" 16 "d" 489 "4"
"273831" "29.dat" 16 "d" 419 "5"
"27445" "29.dat" 15 "c" 406 "1"
"27446" "29.dat" 15 "c" 413 "2"
"27447" "29.dat" 15 "c" 382 "3"
"27448" "29.dat" 15 "c" 364 "4"
"27449" "29.dat" 15 "c" 339 "5"
"27561" "3.dat" 17 "c" 1160 "1"
"27562" "3.dat" 17 "c" 454 "2"
"27563" "3.dat" 17 "c" 571 "3"
"27564" "3.dat" 17 "c" 2763 "4"
"27565" "3.dat" 17 "c" 770 "5"
"27612" "3.dat" 13 "c" 1088 "1"
"27613" "3.dat" 13 "c" 318 "2"
"27614" "3.dat" 13 "c" 409 "3"
"27615" "3.dat" 13 "c" 318 "4"
"27616" "3.dat" 13 "c" 544 "5"
"277851" "3.dat" 7 "a" 319 "1"
"277861" "3.dat" 7 "a" 409 "2"
"277871" "3.dat" 7 "a" 319 "3"
"277881" "3.dat" 7 "a" 725 "4"
"277891" "3.dat" 7 "a" 680 "5"
"27832" "3.dat" 21 "c" 364 "1"
"27833" "3.dat" 21 "c" 273 "2"
"27834" "3.dat" 21 "c" 1314 "3"
"27835" "3.dat" 21 "c" 228 "4"
"27836" "3.dat" 21 "c" 228 "5"
"27916" "3.dat" 23 "a" 319 "1"
"27917" "3.dat" 23 "a" 1404 "2"
"27918" "3.dat" 23 "a" 499 "3"
"27919" "3.dat" 23 "a" 680 "4"
"27920" "3.dat" 23 "a" 499 "5"
"279811" "3.dat" 5 "c" 544 "1"
"279821" "3.dat" 5 "c" 680 "2"
"27983" "3.dat" 5 "c" 409 "3"
"27984" "3.dat" 5 "c" 499 "4"
"27985" "3.dat" 5 "c" 952 "5"
"280311" "3.dat" 6 "d" 454 "1"
"280321" "3.dat" 6 "d" 544 "2"
"280331" "3.dat" 6 "d" 499 "3"
"280341" "3.dat" 6 "d" 364 "4"
"280351" "3.dat" 6 "d" 906 "5"
"28057" "3.dat" 4 "b" 319 "1"
"28058" "3.dat" 4 "b" 364 "2"
"28059" "3.dat" 4 "b" 228 "3"
"28060" "3.dat" 4 "b" 256 "4"
"28061" "3.dat" 4 "b" 255 "5"
"28106" "3.dat" 10 "d" 228 "1"
"28107" "3.dat" 10 "d" 454 "2"
"28108" "3.dat" 10 "d" 319 "3"
"28109" "3.dat" 10 "d" 273 "4"
"28110" "3.dat" 10 "d" 228 "5"
"28160" "3.dat" 2 "d" 454 "1"
"28161" "3.dat" 2 "d" 590 "2"
"28162" "3.dat" 2 "d" 392 "3"
"28163" "3.dat" 2 "d" 409 "4"
"28164" "3.dat" 2 "d" 1087 "5"
"28205" "3.dat" 9 "c" 318 "1"
"28206" "3.dat" 9 "c" 409 "2"
"28207" "3.dat" 9 "c" 319 "3"
"28208" "3.dat" 9 "c" 273 "4"
"28209" "3.dat" 9 "c" 183 "5"
"28242" "3.dat" 22 "d" 364 "1"
"28243" "3.dat" 22 "d" 318 "2"
"282441" "3.dat" 22 "d" 364 "3"
"282451" "3.dat" 22 "d" 273 "4"
"282461" "3.dat" 22 "d" 907 "5"
"28263" "3.dat" 19 "a" 364 "1"
"28264" "3.dat" 19 "a" 364 "2"
"28265" "3.dat" 19 "a" 228 "3"
"28266" "3.dat" 19 "a" 319 "4"
"28267" "3.dat" 19 "a" 211 "5"
"282851" "3.dat" 20 "b" 997 "1"
"282861" "3.dat" 20 "b" 364 "2"
"282871" "3.dat" 20 "b" 454 "3"
"282881" "3.dat" 20 "b" 364 "4"
"282891" "3.dat" 20 "b" 409 "5"
"28343" "3.dat" 3 "a" 409 "1"
"28344" "3.dat" 3 "a" 364 "2"
"28345" "3.dat" 3 "a" 364 "3"
"28346" "3.dat" 3 "a" 273 "4"
"28347" "3.dat" 3 "a" 273 "5"
"28368" "3.dat" 8 "b" 365 "1"
"28369" "3.dat" 8 "b" 365 "2"
"28370" "3.dat" 8 "b" 229 "3"
"28371" "3.dat" 8 "b" 274 "4"
"28372" "3.dat" 8 "b" 1841 "5"
"28415" "3.dat" 12 "b" 1088 "1"
"28416" "3.dat" 12 "b" 771 "2"
"28417" "3.dat" 12 "b" 409 "3"
"28418" "3.dat" 12 "b" 273 "4"
"28419" "3.dat" 12 "b" 2220 "5"
"284541" "3.dat" 15 "a" 635 "1"
"284551" "3.dat" 15 "a" 635 "2"
"284561" "3.dat" 15 "a" 635 "3"
"28457" "3.dat" 15 "a" 364 "4"
"28458" "3.dat" 15 "a" 680 "5"
"28538" "3.dat" 11 "a" 635 "1"
"28539" "3.dat" 11 "a" 499 "2"
"28540" "3.dat" 11 "a" 364 "3"
"28541" "3.dat" 11 "a" 319 "4"
"28542" "3.dat" 11 "a" 1857 "5"
"28577" "3.dat" 24 "b" 635 "1"
"285781" "3.dat" 24 "b" 589 "2"
"285791" "3.dat" 24 "b" 319 "3"
"285801" "3.dat" 24 "b" 274 "4"
"285811" "3.dat" 24 "b" 1133 "5"
"28599" "3.dat" 14 "d" 1178 "1"
"28600" "3.dat" 14 "d" 363 "2"
"28601" "3.dat" 14 "d" 544 "3"
"28602" "3.dat" 14 "d" 273 "4"
"28603" "3.dat" 14 "d" 255 "5"
"28650" "3.dat" 1 "c" 364 "1"
"28651" "3.dat" 1 "c" 454 "2"
"28652" "3.dat" 1 "c" 364 "3"
"28653" "3.dat" 1 "c" 364 "4"
"28654" "3.dat" 1 "c" 1569 "5"
"28674" "3.dat" 18 "d" 364 "1"
"28675" "3.dat" 18 "d" 1178 "2"
"28676" "3.dat" 18 "d" 572 "3"
"28677" "3.dat" 18 "d" 319 "4"
"28678" "3.dat" 18 "d" 409 "5"
"28729" "3.dat" 16 "b" 409 "1"
"28730" "3.dat" 16 "b" 364 "2"
"28731" "3.dat" 16 "b" 319 "3"
"28732" "3.dat" 16 "b" 347 "4"
"28733" "3.dat" 16 "b" 680 "5"
"28808" "30.dat" 23 "d" 1115 "1"
"28809" "30.dat" 23 "d" 4122 "2"
"28810" "30.dat" 23 "d" 1014 "3"
"28811" "30.dat" 23 "d" 897 "4"
"28812" "30.dat" 23 "d" 5406 "5"
"288271" "30.dat" 22 "c" 722 "1"
"288281" "30.dat" 22 "c" 697 "2"
"288291" "30.dat" 22 "c" 473 "3"
"288301" "30.dat" 22 "c" 2871 "4"
"288311" "30.dat" 22 "c" 873 "5"
"288721" "30.dat" 6 "c" 1057 "1"
"288731" "30.dat" 6 "c" 1939 "2"
"288741" "30.dat" 6 "c" 2449 "3"
"288751" "30.dat" 6 "c" 1266 "4"
"288761" "30.dat" 6 "c" 645 "5"
"28911" "30.dat" 4 "a" 423 "1"
"28912" "30.dat" 4 "a" 500 "2"
"28913" "30.dat" 4 "a" 466 "3"
"28914" "30.dat" 4 "a" 466 "4"
"28915" "30.dat" 4 "a" 703 "5"
"289441" "30.dat" 11 "d" 608 "1"
"289451" "30.dat" 11 "d" 925 "2"
"289461" "30.dat" 11 "d" 1072 "3"
"289471" "30.dat" 11 "d" 866 "4"
"289481" "30.dat" 11 "d" 1457 "5"
"28962" "30.dat" 21 "b" 660 "1"
"28963" "30.dat" 21 "b" 765 "2"
"28964" "30.dat" 21 "b" 608 "3"
"28965" "30.dat" 21 "b" 7543 "4"
"28966" "30.dat" 21 "b" 632 "5"
"29010" "30.dat" 24 "a" 436 "1"
"29011" "30.dat" 24 "a" 541 "2"
"29012" "30.dat" 24 "a" 507 "3"
"29013" "30.dat" 24 "a" 3119 "4"
"29014" "30.dat" 24 "a" 703 "5"
"29066" "30.dat" 8 "a" 377 "1"
"29067" "30.dat" 8 "a" 454 "2"
"29068" "30.dat" 8 "a" 476 "3"
"29069" "30.dat" 8 "a" 2378 "4"
"29070" "30.dat" 8 "a" 900 "5"
"29099" "30.dat" 9 "b" 445 "1"
"29100" "30.dat" 9 "b" 860 "2"
"29101" "30.dat" 9 "b" 693 "3"
"29102" "30.dat" 9 "b" 774 "4"
"29103" "30.dat" 9 "b" 577 "5"
"29149" "30.dat" 19 "d" 491 "1"
"29150" "30.dat" 19 "d" 977 "2"
"29151" "30.dat" 19 "d" 1512 "3"
"29152" "30.dat" 19 "d" 2563 "4"
"29153" "30.dat" 19 "d" 454 "5"
"29217" "30.dat" 20 "a" 386 "1"
"29218" "30.dat" 20 "a" 442 "2"
"29219" "30.dat" 20 "a" 478 "3"
"29220" "30.dat" 20 "a" 1099 "4"
"29221" "30.dat" 20 "a" 427 "5"
"29269" "30.dat" 17 "b" 408 "1"
"29270" "30.dat" 17 "b" 445 "2"
"29271" "30.dat" 17 "b" 433 "3"
"29272" "30.dat" 17 "b" 567 "4"
"292731" "30.dat" 17 "b" 1085 "5"
"29325" "30.dat" 15 "d" 454 "1"
"29326" "30.dat" 15 "d" 943 "2"
"29327" "30.dat" 15 "d" 549 "3"
"29328" "30.dat" 15 "d" 2615 "4"
"29329" "30.dat" 15 "d" 476 "5"
"293841" "30.dat" 10 "c" 429 "1"
"293851" "30.dat" 10 "c" 445 "2"
"293861" "30.dat" 10 "c" 436 "3"
"293871" "30.dat" 10 "c" 454 "4"
"293881" "30.dat" 10 "c" 507 "5"
"29550" "30.dat" 7 "d" 863 "1"
"29551" "30.dat" 7 "d" 719 "2"
"29552" "30.dat" 7 "d" 442 "3"
"29553" "30.dat" 7 "d" 2034 "4"
"29554" "30.dat" 7 "d" 392 "5"
"29586" "30.dat" 14 "c" 457 "1"
"29587" "30.dat" 14 "c" 534 "2"
"29588" "30.dat" 14 "c" 429 "3"
"29589" "30.dat" 14 "c" 404 "4"
"29590" "30.dat" 14 "c" 2348 "5"
"29623" "30.dat" 2 "c" 352 "1"
"29624" "30.dat" 2 "c" 361 "2"
"29625" "30.dat" 2 "c" 1477 "3"
"29626" "30.dat" 2 "c" 2786 "4"
"29627" "30.dat" 2 "c" 385 "5"
"29647" "30.dat" 3 "d" 327 "1"
"29648" "30.dat" 3 "d" 386 "2"
"29649" "30.dat" 3 "d" 370 "3"
"29650" "30.dat" 3 "d" 450 "4"
"29651" "30.dat" 3 "d" 2356 "5"
"297161" "30.dat" 13 "b" 352 "1"
"297171" "30.dat" 13 "b" 337 "2"
"297181" "30.dat" 13 "b" 395 "3"
"297191" "30.dat" 13 "b" 343 "4"
"297201" "30.dat" 13 "b" 1865 "5"
"29755" "30.dat" 18 "c" 370 "1"
"29756" "30.dat" 18 "c" 426 "2"
"29757" "30.dat" 18 "c" 436 "3"
"29758" "30.dat" 18 "c" 1686 "4"
"29759" "30.dat" 18 "c" 524 "5"
"29811" "30.dat" 12 "a" 383 "1"
"29812" "30.dat" 12 "a" 370 "2"
"29813" "30.dat" 12 "a" 367 "3"
"29814" "30.dat" 12 "a" 380 "4"
"29815" "30.dat" 12 "a" 447 "5"
"29876" "30.dat" 16 "a" 445 "1"
"29877" "30.dat" 16 "a" 396 "2"
"29878" "30.dat" 16 "a" 439 "3"
"29879" "30.dat" 16 "a" 383 "4"
"29880" "30.dat" 16 "a" 436 "5"
"29897" "30.dat" 5 "b" 312 "1"
"29898" "30.dat" 5 "b" 343 "2"
"29899" "30.dat" 5 "b" 386 "3"
"29900" "30.dat" 5 "b" 334 "4"
"29901" "30.dat" 5 "b" 826 "5"
"29930" "30.dat" 1 "b" 281 "1"
"29931" "30.dat" 1 "b" 299 "2"
"29932" "30.dat" 1 "b" 333 "3"
"29933" "30.dat" 1 "b" 349 "4"
"29934" "30.dat" 1 "b" 1093 "5"
